,State,Year,Unknown,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-99
0,AL,1991,353,0,51,82,72,30,11,5,1,2,0
1,AL,1992,102,0,46,94,52,36,13,6,4,1,0
2,AL,2006,0,0,3,2,0,0,0,0,0,0,0
3,AL,2008,0,0,2,0,1,0,0,0,0,0,0
4,AL,2009,0,0,0,1,0,2,0,0,0,0,0
5,AL,2010,0,0,0,3,0,0,0,0,0,0,0
6,AL,2012,0,0,0,1,1,0,0,0,0,0,0
7,AL,2013,0,0,0,1,0,0,1,0,0,0,0
8,AL,2014,0,0,0,1,0,0,0,0,0,0,0
9,AL,2015,0,0,0,2,1,0,0,0,0,0,0
10,AL,2016,0,0,3,1,0,0,0,0,0,0,0
11,AL,2017,0,0,2,1,0,0,0,0,0,0,0
12,AR,2001,0,0,0,2,0,0,0,0,0,0,0
13,AR,2002,0,0,0,1,0,1,0,0,0,0,0
14,AR,2003,4,0,9,15,6,7,2,2,0,0,0
15,AR,2004,9,0,7,30,15,17,5,1,0,0,0
16,AR,2005,14,0,23,37,19,13,4,3,0,0,1
17,AR,2006,15,0,13,30,24,17,3,1,0,0,0
18,AR,2007,11,0,14,31,16,20,8,3,0,1,0
19,AR,2008,11,0,16,39,20,9,9,5,2,0,0
20,AR,2009,33,0,31,89,28,18,5,6,1,0,0
21,AR,2010,25,0,24,48,29,14,6,3,0,1,0
22,AR,2011,40,0,17,64,32,20,8,3,1,0,1
23,AR,2012,43,0,33,74,46,22,10,2,0,0,0
24,AR,2013,27,0,19,72,22,23,14,2,2,1,0
25,AR,2014,30,0,15,79,37,14,14,6,1,0,0
26,AR,2015,24,0,33,88,37,22,21,2,2,0,0
27,AR,2016,36,0,32,96,41,22,19,4,2,0,0
28,AR,2017,57,0,42,90,48,32,13,3,1,0,0
29,AZ,2005,0,0,0,0,1,0,1,0,0,0,0
30,AZ,2006,0,0,0,1,1,1,0,0,1,0,0
31,AZ,2007,0,0,0,3,2,3,0,0,0,0,0
32,AZ,2008,0,0,2,2,0,0,0,0,0,0,0
33,AZ,2009,0,0,1,7,5,0,0,0,0,0,0
34,AZ,2010,0,0,2,5,4,1,1,0,0,0,0
35,AZ,2011,0,0,2,4,6,0,1,1,4,0,0
36,AZ,2012,0,0,0,0,3,3,0,1,0,0,0
37,AZ,2013,2,0,0,7,6,2,3,1,0,0,0
38,AZ,2014,1,0,0,4,0,2,2,0,0,0,0
39,AZ,2015,0,0,4,7,1,0,0,1,0,0,0
40,AZ,2016,0,0,1,6,2,1,0,0,1,0,0
41,AZ,2017,2,0,6,3,5,5,3,0,0,0,0
42,CO,1992,0,0,0,0,2,3,0,0,0,0,0
43,CO,1997,10,0,17,19,13,9,3,1,0,1,0
44,CO,1998,11,0,21,25,9,2,3,2,0,0,0
45,CO,1999,8,0,23,29,17,8,4,0,0,0,0
46,CO,2000,16,0,16,24,11,8,5,3,0,0,0
47,CO,2001,8,0,24,31,10,5,6,3,0,1,0
48,CO,2002,14,0,4,39,13,12,2,3,0,1,0
49,CO,2003,16,0,27,39,11,8,3,0,1,0,1
50,CO,2004,15,0,27,38,13,14,2,1,1,0,0
51,CO,2005,42,0,23,45,24,18,8,1,0,1,0
52,CO,2006,34,0,26,54,24,12,3,1,0,0,0
53,CO,2007,24,0,25,71,29,17,4,3,1,1,0
54,CO,2008,20,0,22,66,35,16,5,2,0,1,0
55,CO,2009,13,0,25,70,35,18,11,1,1,0,1
56,CO,2010,28,0,22,39,27,14,11,3,0,0,0
57,CO,2011,18,0,19,53,34,19,12,6,2,1,0
58,CO,2012,26,0,13,71,36,19,11,9,1,0,0
59,CO,2013,24,0,18,49,34,20,16,6,2,1,0
60,CO,2014,15,0,21,54,37,17,14,5,2,2,0
61,CO,2015,14,0,13,60,47,19,16,2,4,2,0
62,CO,2016,28,0,26,80,46,23,14,5,3,1,0
63,CO,2017,48,0,55,90,61,24,12,4,2,1,0
64,CT,1998,0,0,1,0,0,1,0,0,0,0,0
65,CT,1999,0,0,0,0,0,2,1,0,1,0,0
66,CT,2000,3,0,4,8,4,4,0,0,1,0,0
67,CT,2001,2,0,12,15,11,2,2,0,0,0,0
68,CT,2002,0,0,5,10,4,2,0,0,0,1,1
69,CT,2003,0,0,5,7,4,6,1,0,0,0,0
70,CT,2004,2,0,5,16,4,4,0,1,1,1,0
71,CT,2005,0,0,7,23,16,1,2,1,0,0,0
72,CT,2006,0,0,19,15,7,5,5,0,0,0,0
73,CT,2007,0,0,8,21,5,9,3,1,0,0,0
74,CT,2008,0,0,13,31,10,8,3,1,1,1,0
75,CT,2009,2,0,5,24,12,3,3,0,0,0,0
76,CT,2010,1,0,14,21,2,6,2,0,2,0,0
77,CT,2011,6,0,8,35,5,5,0,2,0,0,0
78,CT,2012,3,0,7,25,8,5,2,2,0,0,0
79,CT,2013,1,0,13,23,6,6,0,0,0,0,0
80,CT,2014,1,0,8,14,12,4,2,0,0,0,0
81,CT,2015,5,0,3,19,8,8,5,1,1,0,0
82,CT,2016,4,0,9,14,11,7,3,0,1,0,0
83,CT,2017,4,0,6,15,7,7,2,0,2,0,0
84,DC,2000,0,0,0,0,0,0,0,0,0,0,0
85,DC,2001,0,0,0,0,1,0,0,0,0,0,0
86,DC,2002,0,0,0,1,0,0,0,0,0,0,0
87,DC,2003,0,0,1,0,0,0,0,0,0,0,0
88,DC,2009,0,0,0,1,0,0,0,0,0,0,0
89,DC,2016,0,0,0,0,1,0,0,0,0,0,0
90,DE,2001,2,0,9,16,6,2,1,0,0,0,0
91,DE,2002,2,0,10,10,6,2,0,1,0,0,0
92,DE,2003,2,0,5,14,4,1,0,0,0,0,0
93,DE,2004,7,0,5,13,1,3,0,0,0,0,0
94,DE,2005,9,0,9,12,11,2,3,1,0,0,0
95,DE,2006,11,0,22,29,11,5,0,0,0,0,0
96,DE,2007,12,0,11,21,7,5,0,0,0,0,0
97,DE,2008,17,0,18,30,4,2,2,2,0,0,0
98,DE,2009,11,0,13,20,3,0,3,1,0,0,0
99,DE,2010,18,0,17,26,8,1,4,1,0,0,0
100,DE,2011,14,0,7,27,8,5,1,2,0,0,0
101,DE,2012,8,0,11,29,5,2,2,0,0,0,0
102,DE,2013,12,0,1,11,2,3,3,1,0,0,0
103,DE,2014,15,0,13,21,6,3,1,1,0,0,0
104,DE,2015,10,0,13,33,8,0,1,1,0,0,0
105,DE,2016,9,0,13,18,7,3,3,0,0,0,0
106,DE,2017,9,0,6,28,18,2,3,0,0,1,0
107,GA,2004,1,0,0,2,0,0,0,0,0,0,0
108,GA,2007,1,0,0,3,0,0,0,0,0,0,0
109,GA,2008,1,0,0,0,0,0,0,0,0,0,0
110,IA,1992,0,0,7,9,10,1,0,0,0,0,0
111,IA,1993,2,0,22,9,7,4,3,1,1,1,0
112,IA,1994,3,0,16,13,8,4,0,1,0,0,0
113,IA,1995,4,0,13,31,14,6,1,0,0,0,0
114,IA,1996,7,0,14,11,11,11,3,0,1,0,0
115,IA,1997,5,0,2,16,10,4,1,0,0,0,0
116,IA,1998,1,0,14,17,11,6,3,0,1,0,0
117,IA,1999,7,0,7,13,9,7,3,1,1,0,0
118,IA,2000,3,0,8,25,12,6,1,1,2,0,0
119,IA,2001,4,0,8,15,9,8,2,0,1,0,1
120,IA,2002,1,0,19,28,7,6,3,0,0,0,0
121,IA,2003,4,0,11,20,14,9,2,0,2,0,0
122,IA,2004,1,0,17,19,11,3,1,1,0,0,0
123,IA,2005,3,0,6,20,13,8,4,0,0,0,0
124,IA,2006,0,0,13,19,9,12,1,1,1,0,0
125,IA,2007,0,0,6,19,7,5,1,0,1,0,0
126,IA,2008,0,0,16,29,17,17,4,0,0,0,0
127,IA,2009,0,0,10,16,6,6,3,2,0,0,0
128,IA,2010,0,0,7,17,7,6,4,0,2,0,0
129,IA,2011,1,0,13,19,14,11,3,2,2,0,0
130,IA,2012,2,0,12,30,10,4,0,1,0,0,0
131,IA,2013,1,0,9,27,10,4,2,0,0,1,0
132,IA,2014,1,0,7,24,10,13,7,1,1,0,0
133,IA,2015,0,0,16,29,17,13,3,3,0,0,0
134,IA,2016,2,0,16,22,19,11,4,3,1,0,0
135,IA,2017,3,0,16,50,14,11,6,1,0,0,0
136,ID,1992,1,0,4,7,6,1,1,0,0,0,0
137,ID,1993,1,0,5,10,7,9,0,1,0,0,0
138,ID,1994,1,0,9,15,11,7,2,0,0,0,0
139,ID,1995,2,0,10,19,12,4,1,0,1,0,0
140,ID,1996,3,0,10,12,11,11,0,0,1,0,0
141,ID,1997,5,0,10,10,14,5,2,0,1,0,0
142,ID,1998,5,0,14,14,10,4,1,0,1,1,0
143,ID,1999,1,0,9,14,7,1,0,0,0,0,0
144,ID,2000,2,0,2,0,10,0,3,0,1,0,0
145,ID,2001,1,0,6,13,4,4,3,0,0,1,0
146,ID,2002,1,0,7,17,6,9,1,0,1,0,0
147,ID,2003,1,0,4,13,6,1,1,1,0,0,0
148,ID,2004,4,0,3,20,12,7,4,0,1,0,0
149,ID,2005,1,0,7,16,7,10,0,0,1,1,0
150,ID,2006,0,0,10,17,5,7,4,3,0,0,0
151,ID,2007,3,0,6,25,11,9,3,1,0,0,0
152,ID,2008,3,0,8,6,4,8,2,0,1,2,0
153,ID,2009,0,0,4,12,6,3,2,0,0,0,1
154,ID,2010,0,0,1,5,6,4,4,0,0,1,1
155,ID,2011,0,0,8,17,4,6,3,1,0,1,0
156,ID,2012,2,0,8,11,4,3,3,0,1,0,0
157,ID,2013,1,0,0,11,5,7,4,1,0,0,0
158,ID,2014,2,0,4,16,15,6,2,0,0,0,0
159,ID,2015,0,0,2,25,4,4,2,1,0,1,0
160,ID,2016,1,0,6,20,14,10,3,2,0,0,0
161,ID,2017,1,0,1,7,7,6,0,1,1,1,0
162,IL,1993,79,0,53,58,32,11,6,3,1,0,0
163,IL,1994,59,0,47,55,33,7,4,0,1,0,0
164,IL,2004,0,0,2,0,0,0,0,0,0,0,0
165,IL,2006,7,0,5,21,7,4,1,0,0,0,0
166,IL,2007,7,0,32,17,3,3,0,0,0,1,0
167,IL,2008,8,0,8,20,2,3,4,0,0,0,2
168,IL,2009,12,0,17,14,0,3,2,1,0,0,0
169,IL,2010,16,0,12,23,14,4,1,0,0,0,0
170,IL,2011,7,0,8,15,7,0,1,0,0,0,0
171,IL,2012,7,0,7,16,7,1,0,0,0,0,0
172,IL,2013,9,0,16,21,4,2,0,0,0,0,0
173,IL,2014,11,0,7,5,3,0,0,0,0,0,0
174,IL,2015,14,0,5,14,2,1,2,0,0,0,0
175,IL,2016,9,0,21,19,7,1,0,0,0,0,0
176,IL,2017,16,0,7,11,4,5,0,0,0,0,0
177,IN,2014,1,0,3,5,8,5,1,1,0,0,0
178,IN,2015,0,0,0,3,5,3,1,0,0,0,0
179,IN,2016,0,0,1,12,6,1,2,1,0,0,0
180,IN,2017,0,0,2,7,3,2,1,0,0,0,0
181,KS,2000,6,1,13,17,7,5,1,0,0,0,0
182,KS,2001,3,0,10,31,4,6,2,2,1,0,0
183,KS,2002,5,0,10,17,5,3,2,0,0,0,0
184,KS,2003,5,0,11,34,13,10,0,3,1,0,0
185,KS,2004,8,0,10,35,15,12,7,1,2,0,0
186,KS,2005,7,0,8,20,13,7,2,0,0,0,0
187,KS,2006,8,0,18,30,16,11,3,1,0,1,0
188,KS,2007,6,0,34,51,14,8,3,0,0,1,0
