,State,Year,Relationship Unknown,Acquaintance,Babysittee,BF_GF,Child,Child_BF_GF,Common Law Spouse,Employee,Employer,Ex Spouse,Friend,Grandchild,Grandparent,Same Sex Relationship,In Law,Neighbor,Offender,Other Family Member,Otherwise Known,Parent,Sibling,Spouse,Stepchild,Stepparent,Stepsibling,Stranger,Relationship Unkown
283,MI,2013,178,112,1,17,22,2,2,0,0,1,20,0,1,0,1,1,0,8,47,7,7,21,0,1,1,92,178.0
284,MI,2014,248,82,1,25,16,2,2,0,0,1,20,1,0,3,3,10,0,9,41,14,7,14,1,2,0,46,248.0
285,MI,2015,277,53,1,23,28,6,2,0,0,2,13,0,4,0,2,2,2,10,48,6,3,21,3,0,1,39,277.0
286,MI,2016,235,63,0,12,16,5,1,0,1,0,14,0,1,1,3,7,0,10,42,9,8,22,4,2,0,46,235.0
287,MI,2017,292,60,1,17,16,2,1,0,0,0,20,0,2,0,2,11,0,8,54,9,1,14,2,2,0,31,292.0
288,MN,2017,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
289,MO,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0
290,MO,2009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7.0
291,MO,2010,159,8,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,3,159.0
292,MO,2011,146,5,0,6,0,0,1,0,0,0,0,0,0,0,1,0,4,2,1,1,1,2,0,0,0,8,146.0
293,MO,2012,151,5,0,5,1,3,0,0,0,0,1,0,0,0,0,0,6,1,3,0,0,5,0,0,0,2,151.0
294,MO,2013,150,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,3,0,0,0,2,150.0
295,MO,2014,130,5,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,1,1,0,0,5,130.0
296,MO,2015,184,3,2,1,3,0,0,0,0,0,2,0,0,0,0,1,0,2,7,0,1,1,0,1,0,2,184.0
297,MO,2016,191,2,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,2,0,0,0,1,191.0
298,MO,2017,183,11,0,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,0,0,0,2,183.0
299,MS,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
300,MS,2010,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,2.0
301,MS,2011,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,14.0
302,MS,2012,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.0
303,MS,2013,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7.0
304,MS,2014,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
305,MS,2015,9,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,9.0
306,MS,2016,9,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9.0
307,MS,2017,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,7.0
308,MT,2005,9,13,0,2,0,0,0,0,0,1,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,3,9.0
309,MT,2006,5,10,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,5.0
310,MT,2007,5,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,5.0
311,MT,2008,4,1,1,8,2,0,1,0,0,0,3,0,0,0,0,0,0,1,0,3,2,0,1,0,0,1,4.0
312,MT,2009,5,7,0,3,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,1,1,2,1,0,0,1,5.0
313,MT,2010,8,3,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1,4,1,0,0,1,8.0
314,MT,2011,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,4.0
315,MT,2012,2,7,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,2,2.0
316,MT,2013,4,5,0,1,1,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,1,1,0,0,0,1,4.0
317,MT,2014,11,9,0,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,4,11.0
318,MT,2015,16,10,1,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,16.0
319,MT,2016,6,8,0,4,2,0,0,0,0,0,0,0,0,0,4,2,0,1,2,0,0,5,0,0,0,3,6.0
320,MT,2017,2,15,1,1,1,1,0,0,0,0,1,0,1,0,0,3,0,0,0,3,1,5,0,0,0,2,2.0
321,NE,1998,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
322,NE,1999,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
323,NE,2000,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,8.0
324,NE,2001,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
325,NE,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0
326,NE,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0
327,NE,2004,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4.0
328,NE,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0.0
329,NE,2006,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0
330,NE,2007,2,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2.0
331,NE,2008,2,4,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.0
332,NE,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
333,NE,2010,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.0
334,NE,2011,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0
335,NE,2012,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
336,NE,2013,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0
337,NE,2014,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,2.0
338,NE,2015,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
339,NE,2016,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
340,NE,2017,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0.0
341,ND,1991,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
342,ND,1992,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2.0
343,ND,1993,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0.0
344,ND,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.0
345,ND,1996,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.0
346,ND,1997,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
347,ND,1998,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
348,ND,1999,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2.0
349,ND,2000,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
350,ND,2001,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.0
351,ND,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
352,ND,2003,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
353,ND,2004,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0
354,ND,2005,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0
355,ND,2006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0
356,ND,2007,5,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5.0
357,ND,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0
358,ND,2009,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,2,0.0
359,ND,2010,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0.0
360,ND,2011,6,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6.0
361,ND,2012,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,1,0,0,0,6,0.0
362,ND,2013,11,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,11.0
363,ND,2014,7,11,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,7.0
364,ND,2015,4,5,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,4.0
365,ND,2016,0,13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0.0
366,ND,2017,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,2.0
367,NH,2003,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1.0
368,NH,2004,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0
369,NH,2005,1,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1.0
370,NH,2006,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0
371,NH,2007,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.0
372,NH,2008,2,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,0,0,2,0,0,0,1,2.0
373,NH,2009,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,2.0
374,NH,2010,1,7,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1.0
375,NH,2011,4,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,5,4.0
376,NH,2012,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,2,0,0,0,0,3.0
377,NH,2013,1,5,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,2,0,0,0,2,1.0
378,NH,2014,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,2,0,0,0,1,1.0
379,NH,2015,4,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,4.0
380,NH,2016,4,1,0,2,3,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,4.0
381,NH,2017,0,4,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.0
382,OH,1998,11,6,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,2,0,0,0,8,11.0
383,OH,1999,18,8,0,2,3,0,2,0,0,0,1,0,0,0,3,2,0,2,3,0,0,4,1,1,0,13,18.0
384,OH,2000,4,8,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,10,4.0
385,OH,2001,50,19,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,3,5,2,1,2,1,0,0,14,50.0
386,OH,2002,85,23,1,8,4,0,0,0,0,0,1,0,0,1,0,2,1,1,5,3,2,7,0,1,1,12,85.0
387,OH,2003,73,35,0,7,8,1,0,1,0,0,2,0,0,1,1,1,1,1,11,6,2,3,1,0,0,12,73.0
388,OH,2004,232,42,1,13,7,0,4,0,0,0,4,0,0,0,1,3,4,4,10,10,4,9,0,0,0,22,232.0
389,OH,2005,285,73,2,22,10,2,1,0,0,2,4,0,0,2,2,2,0,5,26,4,5,11,0,2,0,36,285.0
390,OH,2006,287,50,1,15,10,1,1,0,0,0,5,2,0,1,0,1,0,6,25,4,0,8,1,4,0,28,287.0
391,OH,2007,267,72,1,11,16,3,2,0,0,2,3,0,0,0,0,3,3,9,35,6,6,10,1,1,0,52,267.0
392,OH,2008,284,56,0,12,12,1,0,0,0,2,5,2,0,0,1,4,1,11,21,6,3,11,1,0,0,41,284.0
393,OH,2009,290,69,0,16,16,1,0,0,0,2,4,0,0,0,2,4,4,14,40,6,2,16,1,0,0,45,290.0
394,OH,2010,271,68,0,14,16,2,0,0,0,0,8,2,2,0,2,1,4,5,14,2,7,17,2,0,0,51,271.0
395,OH,2011,309,68,2,16,7,1,2,0,0,0,8,0,1,0,3,4,2,4,26,6,2,12,1,1,0,33,309.0
396,OH,2012,262,79,1,21,9,3,3,0,0,3,10,0,1,1,0,3,2,6,36,6,3,15,2,0,0,37,262.0
397,OH,2013,222,84,0,12,13,3,1,0,0,3,15,1,2,0,1,3,2,8,22,7,2,8,1,0,0,48,222.0
398,OH,2014,192,105,0,16,10,1,1,0,0,1,28,1,0,0,0,7,5,4,47,9,4,11,1,0,0,39,192.0
399,OH,2015,214,100,1,16,14,1,1,0,0,2,26,0,0,0,0,6,7,9,33,9,4,13,2,0,1,45,214.0
400,OH,2016,321,103,1,24,9,1,0,0,1,1,26,1,3,3,0,4,2,7,73,5,4,14,3,0,0,38,321.0
401,OH,2017,375,98,1,25,11,0,4,2,0,0,22,0,1,0,1,0,8,10,53,7,5,16,0,3,0,40,375.0
402,OK,2008,0,10,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0.0
403,OK,2009,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
404,OK,2010,1,7,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,1.0
405,OK,2011,8,2,0,3,1,0,1,0,0,0,2,0,0,0,0,0,0,2,7,0,0,4,0,0,0,0,8.0
406,OK,2012,2,7,0,1,0,0,0,1,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2.0
407,OK,2013,8,5,0,3,2,1,0,0,0,0,1,1,0,0,2,0,0,1,5,2,1,3,0,1,1,5,8.0
408,OK,2014,9,10,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,5,3,2,1,3,0,0,0,1,9.0
409,OK,2015,11,22,0,4,5,1,1,0,0,0,0,0,0,0,2,0,0,1,10,1,2,4,2,0,0,4,11.0
410,OK,2016,15,10,1,3,2,0,1,0,0,1,4,0,0,0,2,2,0,2,14,4,0,5,0,0,0,4,15.0
411,OK,2017,15,18,0,3,2,1,1,0,0,1,14,0,0,0,1,0,0,2,9,0,1,4,0,1,0,2,15.0
412,OR,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0
413,OR,2004,0,16,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0
414,OR,2005,2,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,3,2.0
415,OR,2006,2,12,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,3,2.0
416,OR,2007,4,6,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,2,0,0,0,5,4.0
417,OR,2008,5,16,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,5.0
418,OR,2009,1,22,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,8,2,0,1,0,0,0,2,1.0
419,OR,2010,8,4,0,5,3,1,0,0,0,0,2,0,0,0,0,0,0,0,5,2,1,3,0,0,0,2,8.0
420,OR,2011,2,10,0,3,6,1,0,0,0,0,2,0,0,0,1,1,0,1,2,0,1,5,1,0,0,4,2.0
421,OR,2012,2,3,0,1,5,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,0,3,0,0,0,3,2.0
422,OR,2013,2,17,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,2.0
423,OR,2014,5,10,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,1,2,1,0,0,4,5.0
424,OR,2015,35,13,0,4,7,0,0,0,0,0,2,0,1,0,0,0,1,1,10,4,0,7,1,2,0,16,35.0
425,OR,2016,32,19,1,8,2,1,0,0,0,2,5,0,0,0,1,1,0,0,9,1,2,5,0,0,0,11,32.0
426,OR,2017,40,20,0,4,4,0,0,0,0,2,4,0,1,1,0,2,1,3,5,5,2,7,0,0,0,15,40.0
427,PA,2013,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
428,PA,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
429,PA,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
430,PA,2016,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1.0
431,PA,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
432,RI,2004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2.0
433,RI,2005,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,1,1.0
434,RI,2006,0,4,0,2,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0.0
435,RI,2007,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,7.0
436,RI,2008,4,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,1,0,0,0,9,4.0
437,RI,2009,0,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0.0
438,RI,2010,2,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,3,0,3,0,0,0,9,2.0
439,RI,2011,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,10.0
440,RI,2012,16,5,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,16.0
441,RI,2013,8,2,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,2,0,0,0,2,8.0
442,RI,2014,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,19.0
443,RI,2015,6,5,0,4,1,1,0,0,0,0,4,0,0,1,0,1,0,0,5,0,0,1,0,0,0,3,6.0
444,RI,2016,8,2,0,1,2,0,0,0,0,0,4,0,0,0,0,3,0,1,2,0,0,3,0,0,0,9,8.0
445,RI,2017,7,5,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
446,SC,1991,45,214,0,33,11,0,7,0,2,2,16,0,0,1,3,4,0,18,20,11,8,23,1,2,1,110,45.0
447,SC,1992,68,175,0,20,14,1,9,0,0,1,27,0,0,1,6,5,6,10,5,7,8,33,2,0,0,155,68.0
448,SC,1993,58,192,4,37,10,2,10,0,0,3,38,0,2,4,3,6,15,11,12,12,7,34,2,4,1,122,58.0
449,SC,1995,56,127,0,15,6,3,7,0,0,1,11,2,0,3,3,0,11,11,4,3,5,23,0,0,0,85,56.0
450,SC,1996,80,177,0,27,19,1,11,0,0,1,18,0,1,1,2,1,10,6,5,10,4,27,0,1,0,119,80.0
451,SC,1997,94,155,1,19,9,0,8,0,1,0,19,1,1,6,3,2,4,7,22,8,4,18,2,1,1,134,94.0
452,SC,1998,85,155,0,21,11,3,18,0,1,4,18,1,1,2,4,4,14,16,2,6,7,22,2,4,0,102,85.0
453,SC,1999,110,147,0,25,9,3,5,0,2,3,25,0,0,0,4,1,13,9,6,3,4,15,2,1,0,87,110.0
454,SC,2000,95,150,0,32,19,1,6,0,0,1,4,0,1,0,3,0,5,6,10,4,6,10,1,2,0,123,95.0
455,SC,2001,104,167,0,31,17,6,5,0,0,1,6,0,2,0,1,3,6,7,10,4,6,27,2,2,0,91,104.0
456,SC,2002,120,148,1,13,15,2,6,2,0,1,10,1,0,1,1,0,1,9,11,4,2,22,3,1,0,94,120.0
457,SC,2003,62,168,0,19,17,2,9,0,0,1,11,1,0,1,2,1,2,8,17,5,2,18,2,3,0,123,62.0
458,SC,2004,52,155,0,19,10,0,7,1,1,2,11,3,0,1,3,3,4,14,17,4,4,19,0,2,0,88,52.0
459,SC,2005,67,159,1,17,10,0,6,0,0,1,23,0,2,1,6,6,1,8,13,4,7,21,0,3,0,134,67.0
460,SC,2006,136,153,0,29,14,3,7,0,0,3,12,1,1,1,7,0,4,8,28,6,3,17,5,2,1,132,136.0
461,SC,2007,154,183,4,21,7,1,2,0,2,1,6,0,0,3,1,10,4,6,59,6,1,14,2,1,0,134,154.0
462,SC,2008,87,130,0,16,11,0,6,0,0,0,18,1,2,2,1,3,4,10,31,4,7,18,1,2,2,91,87.0
463,SC,2009,122,157,0,20,10,1,0,0,0,0,7,0,0,0,4,2,3,15,50,3,2,17,5,3,0,80,122.0
464,SC,2010,60,154,0,19,8,2,3,0,0,2,9,2,0,0,1,3,1,5,26,6,4,16,0,2,0,81,60.0
465,SC,2011,97,174,1,27,6,1,2,0,0,4,17,0,2,0,5,5,4,15,45,7,7,21,1,4,0,74,97.0
466,SC,2012,143,178,0,26,6,2,0,0,0,1,11,0,1,2,1,0,4,9,26,3,6,18,1,1,0,78,143.0
467,SC,2013,136,141,0,30,12,2,2,0,0,0,4,1,3,0,1,3,0,7,43,9,3,11,0,2,0,68,136.0
468,SC,2014,134,142,0,22,17,2,2,0,0,0,6,2,2,1,2,3,2,5,24,8,3,20,1,2,0,41,134.0
469,SC,2015,191,170,3,28,16,3,2,1,2,2,8,0,1,0,0,2,6,12,49,5,6,16,1,2,0,45,191.0
470,SC,2016,134,148,2,20,8,3,3,0,2,1,8,0,0,0,1,1,3,10,56,9,5,14,3,1,0,76,134.0
471,SC,2017,211,160,0,21,15,0,2,0,0,2,12,1,4,0,2,4,2,14,66,11,6,24,2,0,1,63,211.0
472,SD,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
473,SD,2001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
474,SD,2002,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
475,SD,2003,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
476,SD,2004,0,4,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
477,SD,2005,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0
478,SD,2006,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3.0
479,SD,2007,3,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,3.0
480,SD,2008,5,9,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0,0,0,2,5.0
481,SD,2009,6,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6.0
482,SD,2010,7,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,7.0
483,SD,2011,3,6,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3.0
484,SD,2012,0,3,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0
485,SD,2013,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
486,SD,2014,1,5,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1.0
487,SD,2015,4,7,0,4,5,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,4.0
488,SD,2016,3,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,1,0,2,1,0,0,1,3.0
489,SD,2017,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,3,4.0
490,TN,1997,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,11.0
491,TN,1998,21,37,0,5,5,0,0,0,0,1,14,0,0,1,0,1,2,1,8,3,2,6,0,0,0,13,21.0
492,TN,1999,41,47,0,8,3,1,1,0,0,2,14,0,0,0,1,1,0,4,10,4,2,14,1,2,0,15,41.0
493,TN,2000,116,68,1,18,7,2,1,0,0,2,9,0,0,2,1,3,2,5,27,9,5,22,3,1,1,64,116.0
494,TN,2001,134,93,1,27,16,1,1,2,4,2,19,0,2,0,5,6,2,2,49,3,2,21,1,2,0,84,134.0
495,TN,2002,122,131,0,32,11,2,0,0,1,1,38,0,1,2,1,7,1,9,27,9,4,25,4,0,0,131,122.0
496,TN,2003,97,114,0,27,18,0,1,0,2,1,18,0,2,0,5,1,0,8,30,3,5,22,3,0,1,111,97.0
497,TN,2004,106,106,0,20,13,2,0,0,1,3,16,0,3,4,0,5,0,8,21,10,10,10,1,0,1,107,106.0
498,TN,2005,147,156,1,40,19,2,0,0,0,4,14,0,1,1,1,6,2,3,23,7,6,23,2,1,0,120,147.0
