,State,Year,Unknown,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-99
457,SC,1997,1,12,33,81,82,59,22,16,8,2,2
458,SC,1998,2,15,30,94,69,48,27,11,10,6,0
459,SC,1999,2,13,29,96,61,46,26,8,2,2,0
460,SC,2000,4,14,36,96,64,46,27,6,7,0,0
461,SC,2001,1,15,29,103,78,51,23,16,11,2,0
462,SC,2002,5,9,25,101,74,49,14,18,5,5,1
463,SC,2003,1,16,33,97,62,50,27,8,6,2,0
464,SC,2004,0,12,29,80,68,52,27,7,6,2,2
465,SC,2005,0,11,27,99,62,61,25,13,13,5,0
466,SC,2006,0,15,39,115,68,56,41,14,6,7,0
467,SC,2007,6,16,44,123,69,39,31,20,9,7,0
468,SC,2008,9,12,30,89,57,45,39,13,6,5,1
469,SC,2009,3,14,31,88,69,39,29,20,7,4,0
470,SC,2010,1,12,20,84,59,34,30,15,5,7,1
471,SC,2011,2,15,27,98,72,47,35,14,5,4,0
472,SC,2012,2,3,22,121,68,44,34,22,10,5,0
473,SC,2013,3,17,30,81,67,40,33,20,11,1,1
474,SC,2014,2,16,30,113,52,41,35,17,10,3,2
475,SC,2015,4,10,33,135,96,42,48,15,16,6,0
476,SC,2016,6,11,35,95,83,54,37,21,13,1,0
477,SC,2017,6,20,35,128,74,57,33,17,12,6,0
478,SD,2000,0,0,1,0,2,0,0,0,0,0,0
479,SD,2001,0,0,0,3,0,0,1,0,0,0,0
480,SD,2002,0,0,0,1,2,2,0,0,0,0,0
481,SD,2003,0,1,1,1,1,0,0,0,0,0,0
482,SD,2004,0,0,0,4,2,1,0,0,1,1,0
483,SD,2005,0,2,0,0,1,2,2,1,0,1,0
484,SD,2006,0,1,0,1,3,3,3,0,0,0,0
485,SD,2007,2,2,2,2,1,2,1,1,0,1,0
486,SD,2008,2,1,2,4,1,7,2,0,4,1,0
487,SD,2009,1,0,4,5,4,4,0,0,0,0,0
488,SD,2010,0,1,1,6,3,1,1,1,0,0,0
489,SD,2011,0,2,0,7,1,1,1,2,1,0,0
490,SD,2012,4,3,1,0,1,3,2,0,1,0,0
491,SD,2013,0,4,0,3,3,1,1,0,0,0,0
492,SD,2014,0,2,0,3,3,4,4,0,1,0,0
493,SD,2015,0,5,5,5,5,4,3,1,0,0,0
494,SD,2016,0,3,1,6,3,5,0,2,1,0,0
495,SD,2017,0,2,2,3,9,3,0,1,0,0,0
496,TN,1997,5,0,2,2,5,2,1,0,0,0,0
497,TN,1998,15,2,7,21,16,16,5,1,2,1,0
498,TN,1999,10,5,12,34,26,24,10,8,2,3,0
499,TN,2000,34,11,35,83,60,44,30,11,1,5,0
500,TN,2001,38,13,34,119,80,56,47,15,14,2,1
501,TN,2002,28,17,39,116,95,59,35,19,10,5,3
502,TN,2003,10,14,26,126,85,71,34,13,9,7,2
503,TN,2004,15,15,35,105,69,64,25,15,11,2,0
504,TN,2005,16,20,36,135,95,63,30,17,12,5,2
505,TN,2006,6,13,47,126,80,74,40,15,12,5,1
506,TN,2007,8,14,39,132,86,67,32,13,10,4,0
507,TN,2008,2,21,45,122,84,66,37,20,7,5,3
508,TN,2009,7,23,57,128,97,71,47,26,6,6,0
509,TN,2010,1,14,34,106,72,40,48,26,11,5,1
510,TN,2011,2,18,38,114,73,64,32,20,9,9,1
511,TN,2012,2,19,37,125,86,49,45,25,13,0,0
512,TN,2013,0,16,38,100,70,47,41,16,6,1,0
513,TN,2014,0,18,24,130,74,53,34,24,7,6,0
514,TN,2015,1,16,47,138,87,49,50,25,6,4,0
515,TN,2016,0,19,44,181,105,57,54,24,10,2,0
516,TN,2017,3,18,64,157,119,82,51,24,4,5,0
517,TX,1997,0,0,5,6,7,7,1,0,1,0,0
518,TX,1998,2,3,8,7,10,3,5,0,1,1,0
519,TX,1999,0,2,5,12,10,8,3,0,1,0,0
520,TX,2000,0,3,6,15,11,8,5,0,2,0,0
521,TX,2001,3,4,12,12,22,12,3,3,2,1,0
522,TX,2002,3,3,5,19,14,11,8,6,1,1,0
523,TX,2003,1,6,5,19,21,13,6,5,4,1,1
524,TX,2004,4,3,7,24,12,10,4,1,0,1,0
525,TX,2005,4,3,16,20,17,14,3,3,3,2,0
526,TX,2006,2,10,21,36,28,22,9,2,2,1,2
527,TX,2007,1,16,15,41,21,22,13,4,3,1,0
528,TX,2008,7,8,16,37,22,18,17,2,4,0,0
529,TX,2009,2,8,13,34,14,19,16,6,2,3,0
530,TX,2010,1,8,14,44,26,20,15,8,4,1,0
531,TX,2011,1,6,9,28,25,21,10,3,3,0,0
532,TX,2012,6,9,8,24,27,10,8,5,1,0,0
533,TX,2013,4,6,11,36,15,11,15,8,2,0,0
534,TX,2014,1,8,10,27,29,20,17,8,3,1,0
535,TX,2015,1,5,7,41,29,19,13,5,2,1,0
536,TX,2016,3,8,15,53,27,22,17,5,4,2,0
537,TX,2017,3,10,21,65,53,29,22,11,5,2,0
538,UT,1993,1,1,1,1,6,1,1,0,0,0,0
539,UT,1994,3,1,0,4,4,2,1,0,0,0,0
540,UT,1995,2,1,5,5,8,2,2,1,1,0,0
541,UT,1996,1,0,5,4,4,1,0,0,0,0,0
542,UT,1997,0,2,18,7,1,0,0,2,0,0,0
543,UT,1998,2,1,7,4,5,3,3,0,1,0,0
544,UT,1999,0,4,4,8,5,1,1,0,0,0,0
545,UT,2000,1,3,12,4,4,4,1,1,0,1,0
546,UT,2001,3,2,5,15,14,5,9,1,1,1,0
547,UT,2002,1,3,0,14,8,6,3,1,0,0,0
548,UT,2003,1,4,4,15,8,10,4,1,2,0,0
549,UT,2004,4,2,4,11,9,2,1,2,3,2,0
550,UT,2005,3,3,5,20,8,1,4,0,1,0,0
551,UT,2006,2,6,5,15,6,8,2,1,0,1,0
552,UT,2007,1,6,6,15,12,3,4,4,1,0,0
553,UT,2008,1,7,3,8,4,6,5,1,0,1,0
554,UT,2009,0,3,3,5,8,4,4,3,2,0,0
555,UT,2010,1,8,3,9,11,4,5,5,1,0,0
556,UT,2011,0,6,2,11,4,12,3,5,0,2,0
557,UT,2012,0,7,4,13,8,4,7,1,2,1,0
558,UT,2013,0,4,6,7,10,6,3,2,1,1,0
559,UT,2014,0,16,6,10,8,10,3,2,4,1,0
560,UT,2015,1,6,3,15,16,3,3,2,0,1,0
561,UT,2016,0,4,8,22,18,5,7,5,1,0,1
562,UT,2017,1,6,7,13,15,13,8,3,1,1,0
563,VA,1994,0,0,1,2,3,2,1,1,0,0,1
564,VA,1995,0,0,2,8,6,2,2,0,2,0,0
565,VA,1996,0,2,4,10,9,12,1,2,2,1,0
566,VA,1997,4,3,6,27,17,6,9,4,1,1,0
567,VA,1998,1,4,8,22,28,27,6,6,3,0,2
568,VA,1999,5,7,24,45,47,25,12,8,6,4,2
569,VA,2000,17,12,41,116,76,57,23,17,11,5,1
570,VA,2001,16,14,37,125,62,47,17,17,9,11,1
571,VA,2002,23,18,49,117,80,49,17,10,10,9,2
572,VA,2003,18,17,49,144,67,66,31,10,8,3,1
573,VA,2004,17,10,42,131,65,61,36,12,7,7,1
574,VA,2005,16,21,52,161,82,65,37,13,10,1,0
575,VA,2006,11,22,35,124,69,65,40,16,16,3,0
576,VA,2007,8,9,60,157,62,56,40,12,7,3,1
577,VA,2008,7,14,42,119,67,62,29,17,8,5,0
578,VA,2009,8,18,37,112,76,53,37,14,10,3,1
579,VA,2010,7,19,37,133,56,58,35,16,5,7,0
580,VA,2011,6,17,26,86,58,49,30,13,9,8,2
581,VA,2012,3,17,33,89,58,45,47,10,10,6,1
582,VA,2013,11,16,29,104,58,43,34,13,9,2,1
583,VA,2014,4,26,34,94,71,44,38,23,10,3,0
584,VA,2015,7,27,42,125,76,37,33,18,9,3,0
585,VA,2016,13,23,39,163,99,52,44,24,8,8,1
586,VA,2017,9,14,61,140,84,56,45,27,10,5,2
587,VT,1994,0,0,0,0,0,1,1,0,0,0,0
588,VT,1995,0,0,0,0,0,6,1,2,0,0,0
589,VT,1996,0,0,1,1,0,0,1,0,1,0,0
590,VT,1997,0,0,0,0,1,2,1,0,0,0,0
591,VT,1998,0,0,0,0,2,3,2,0,0,1,0
592,VT,1999,0,0,0,2,3,4,0,1,0,0,0
593,VT,2000,0,0,0,2,0,6,0,0,0,0,0
594,VT,2001,0,0,2,2,0,1,2,0,0,0,0
595,VT,2002,0,1,2,5,4,0,1,0,0,0,0
596,VT,2003,0,0,3,2,3,4,2,0,0,1,0
597,VT,2004,0,2,0,3,4,1,2,2,2,0,0
598,VT,2005,0,0,1,0,4,1,2,0,0,0,0
599,VT,2006,0,1,0,3,5,2,3,0,0,0,0
600,VT,2007,0,2,1,4,4,1,1,0,0,0,0
601,VT,2008,0,4,1,3,3,2,2,1,0,1,0
602,VT,2009,0,3,1,1,0,1,1,0,1,0,0
603,VT,2010,0,2,0,0,1,1,0,2,1,0,0
604,VT,2011,0,0,2,2,2,1,4,0,0,0,0
605,VT,2012,0,0,0,0,2,2,0,0,1,3,0
606,VT,2013,0,1,1,0,2,2,1,1,2,0,0
607,VT,2014,0,2,0,4,0,1,2,1,0,0,0
608,VT,2016,0,0,5,2,3,1,2,0,1,0,0
609,VT,2017,0,0,0,2,2,2,5,0,0,3,0
610,WA,2007,1,2,4,8,6,1,1,2,0,0,0
611,WA,2008,1,5,3,11,7,7,1,0,0,0,0
612,WA,2009,1,4,4,6,6,5,3,5,0,0,0
613,WA,2010,0,2,3,9,9,7,2,4,1,1,0
614,WA,2011,1,5,5,9,12,14,7,2,0,3,0
615,WA,2012,1,7,16,38,29,23,26,6,1,2,0
616,WA,2013,1,5,11,46,17,17,20,9,1,3,1
617,WA,2014,2,12,15,42,23,14,15,10,3,2,2
618,WA,2015,2,11,23,44,29,20,25,5,5,4,2
619,WA,2016,0,7,17,50,35,25,18,19,2,1,3
620,WA,2017,3,9,21,59,40,25,21,16,6,4,1
621,WI,2005,1,2,19,41,21,22,8,2,4,2,0
622,WI,2006,0,7,22,36,20,9,9,2,0,0,0
623,WI,2007,1,2,16,50,17,9,6,3,1,0,1
624,WI,2008,5,3,10,24,17,8,5,1,1,0,0
625,WI,2009,5,3,7,33,15,19,3,2,1,0,1
626,WI,2010,0,6,17,38,20,13,13,8,0,2,0
627,WI,2011,3,10,14,34,29,6,8,3,2,0,0
628,WI,2012,0,4,14,43,23,13,12,1,0,0,0
629,WI,2013,0,4,14,48,27,12,13,4,2,1,1
630,WI,2014,0,5,10,39,28,15,12,2,2,0,0
631,WI,2015,1,7,24,72,42,17,14,4,4,0,1
632,WI,2016,0,6,13,66,51,26,11,8,4,0,0
633,WI,2017,1,6,13,57,34,17,16,2,3,1,0
634,WV,1998,0,1,0,3,3,3,1,2,1,0,0
635,WV,1999,0,0,6,13,15,19,9,2,5,0,0
636,WV,2000,3,6,7,13,12,9,6,2,1,0,0
637,WV,2001,1,1,1,10,5,5,6,6,2,3,0
638,WV,2002,3,3,4,18,19,12,7,5,4,1,0
639,WV,2003,1,2,5,15,8,17,7,5,2,2,1
640,WV,2004,6,3,5,13,17,10,8,2,1,1,0
641,WV,2005,1,8,8,19,20,13,6,1,2,0,0
642,WV,2006,4,3,2,20,15,16,5,3,4,2,1
643,WV,2007,0,9,4,16,8,14,8,1,1,0,0
644,WV,2008,7,4,3,17,9,5,10,0,8,1,0
645,WV,2009,1,1,5,18,15,14,11,7,2,3,0
646,WV,2010,1,8,3,8,14,8,9,4,2,0,0
647,WV,2011,5,3,7,26,12,14,8,5,3,1,0
648,WV,2012,3,4,3,14,15,16,9,2,1,2,0
649,WV,2013,2,2,4,15,9,7,11,3,2,3,0
650,WV,2014,3,6,3,11,19,10,14,3,3,0,1
651,WV,2015,2,4,5,23,11,9,9,2,3,3,0
652,WV,2016,3,5,5,27,20,12,5,4,1,3,0
653,WV,2017,7,3,2,14,14,21,7,7,3,1,0
