State,Year,Acquaintance,Babysittee,Boyfriend or Girlfriend,Child of Boyfriend or Girlfriend,Child,Common Law Spouse,Employee,Employer,Friend,Grandchild,Grandparent,Homosexual Relationship,In-Law,Neighbor,Other Family Member,Otherwise Known,Parent,Unknown,Sibling,Stepchild,Spouse,Stepparent,Stepsibling,Stranger,Offender,Ex-Spouse
NH,2011,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,2,1,4,1,0,1,0,0,5,0,0
NH,2012,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,0,2,0,0,0,0,0
NH,2013,5,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0,2,0,0,2,0,1
NH,2014,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,2,0,0,1,0,0
NH,2015,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,2,0,0
NH,2016,1,0,2,0,3,0,0,0,5,0,0,1,0,0,0,1,1,4,0,0,0,0,0,3,0,0
NH,2017,4,0,1,1,0,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
OH,2007,72,1,11,3,16,2,0,0,3,0,0,0,0,3,9,35,6,267,6,1,10,1,0,52,3,2
OH,2008,56,0,12,1,12,0,0,0,5,2,0,0,1,4,11,21,6,284,3,1,11,0,0,41,1,2
OH,2009,69,0,16,1,16,0,0,0,4,0,0,0,2,4,14,40,6,290,2,1,16,0,0,45,4,2
OH,2010,68,0,14,2,16,0,0,0,8,2,2,0,2,1,5,14,2,271,7,2,17,0,0,51,4,0
OH,2011,68,2,16,1,7,2,0,0,8,0,1,0,3,4,4,26,6,309,2,1,12,1,0,33,2,0
OH,2012,79,1,21,3,9,3,0,0,10,0,1,1,0,3,6,36,6,262,3,2,15,0,0,37,2,3
OH,2013,84,0,12,3,13,1,0,0,15,1,2,0,1,3,8,22,7,222,2,1,8,0,0,48,2,3
OH,2014,105,0,16,1,10,1,0,0,28,1,0,0,0,7,4,47,9,192,4,1,11,0,0,39,5,1
OH,2015,100,1,16,1,14,1,0,0,26,0,0,0,0,6,9,33,9,214,4,2,13,0,1,45,7,2
OH,2016,103,1,24,1,9,0,0,1,26,1,3,3,0,4,7,73,5,321,4,3,14,0,0,38,2,1
OH,2017,98,1,25,0,11,4,2,0,22,0,1,0,1,0,10,53,7,375,5,0,16,3,0,40,8,0
OK,2008,10,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0
OK,2009,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OK,2010,7,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,0,0,1
OK,2011,2,0,3,0,1,1,0,0,2,0,0,0,0,0,2,7,0,8,0,0,4,0,0,0,0,0
OK,2012,7,0,1,0,0,0,1,0,3,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1
OK,2013,5,0,3,1,2,0,0,0,1,1,0,0,2,0,1,5,2,8,1,0,3,1,1,5,0,0
OK,2014,10,0,3,0,4,0,0,0,2,0,0,0,0,0,5,3,2,9,1,0,3,0,0,1,0,0
OK,2015,22,0,4,1,5,1,0,0,0,0,0,0,2,0,1,10,1,11,2,2,4,0,0,4,0,0
OK,2016,10,1,3,0,2,1,0,0,4,0,0,0,2,2,2,14,4,15,0,0,5,0,0,4,0,1
OK,2017,18,0,3,1,2,1,0,0,14,0,0,0,1,0,2,9,0,15,1,0,4,1,0,2,0,1
OR,2007,6,0,0,2,3,0,0,0,2,0,0,0,0,0,0,3,1,4,0,0,2,0,0,5,0,0
OR,2008,16,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,8,0,0
OR,2009,22,0,0,0,1,1,0,0,3,0,0,0,0,0,1,8,2,1,0,0,1,0,0,2,0,0
OR,2010,4,0,5,1,3,0,0,0,2,0,0,0,0,0,0,5,2,8,1,0,3,0,0,2,0,0
OR,2011,10,0,3,1,6,0,0,0,2,0,0,0,1,1,1,2,0,2,1,1,5,0,0,4,0,0
OR,2012,3,0,1,0,5,0,0,1,2,0,0,0,0,0,0,2,1,2,0,0,3,0,0,3,0,0
OR,2013,17,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,7,0,0
OR,2014,10,0,2,0,4,0,0,0,0,0,0,0,0,0,0,5,1,5,1,1,2,0,0,4,0,2
OR,2015,13,0,4,0,7,0,0,0,2,0,1,0,0,0,1,10,4,35,0,1,7,2,0,16,1,0
OR,2016,19,1,8,1,2,0,0,0,5,0,0,0,1,1,0,9,1,32,2,0,5,0,0,11,0,2
OR,2017,20,0,4,0,4,0,0,0,4,0,1,1,0,2,3,5,5,40,2,0,7,0,0,15,1,2
PA,2013,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PA,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,2016,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0
PA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
RI,2007,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,9,0,0
RI,2008,3,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,4,4,0,0,1,0,0,9,0,0
RI,2009,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0
RI,2010,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,3,2,0,0,3,0,0,9,0,2
RI,2011,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,2,0,0,0,0,0
RI,2012,5,0,3,0,0,0,0,0,2,0,0,0,0,0,0,7,0,16,0,0,1,0,0,1,0,0
RI,2013,2,0,2,0,1,0,0,0,3,0,0,0,0,0,0,3,3,8,0,0,2,0,0,2,0,0
RI,2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,1,0,0,4,0,0
RI,2015,5,0,4,1,1,0,0,0,4,0,0,1,0,1,0,5,0,6,0,0,1,0,0,3,0,0
RI,2016,2,0,1,0,2,0,0,0,4,0,0,0,0,3,1,2,0,8,0,0,3,0,0,9,0,0
RI,2017,5,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
SC,2007,183,4,21,1,7,2,0,2,6,0,0,3,1,10,6,59,6,154,1,2,14,1,0,134,4,1
SC,2008,130,0,16,0,11,6,0,0,18,1,2,2,1,3,10,31,4,87,7,1,18,2,2,91,4,0
SC,2009,157,0,20,1,10,0,0,0,7,0,0,0,4,2,15,50,3,122,2,5,17,3,0,80,3,0
SC,2010,154,0,19,2,8,3,0,0,9,2,0,0,1,3,5,26,6,60,4,0,16,2,0,81,1,2
SC,2011,174,1,27,1,6,2,0,0,17,0,2,0,5,5,15,45,7,97,7,1,21,4,0,74,4,4
SC,2012,178,0,26,2,6,0,0,0,11,0,1,2,1,0,9,26,3,143,6,1,18,1,0,78,4,1
SC,2013,141,0,30,2,12,2,0,0,4,1,3,0,1,3,7,43,9,136,3,0,11,2,0,68,0,0
SC,2014,142,0,22,2,17,2,0,0,6,2,2,1,2,3,5,24,8,134,3,1,20,2,0,41,2,0
SC,2015,170,3,28,3,16,2,1,2,8,0,1,0,0,2,12,49,5,191,6,1,16,2,0,45,6,2
SC,2016,148,2,20,3,8,3,0,2,8,0,0,0,1,1,10,56,9,134,5,3,14,1,0,76,3,1
SC,2017,160,0,21,0,15,2,0,0,12,1,4,0,2,4,14,66,11,211,6,2,24,0,1,63,2,2
SD,2007,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0
SD,2008,9,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,5,1,0,2,0,0,2,0,0
SD,2009,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0
SD,2010,3,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,7,0,1,2,0,0,0,0,0
SD,2011,6,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,0
SD,2012,3,0,2,0,1,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
SD,2013,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
SD,2014,5,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0
SD,2015,7,0,4,3,5,0,0,1,1,0,0,0,0,0,1,0,0,4,1,0,2,0,0,0,0,1
SD,2016,5,0,4,0,0,0,0,0,4,0,0,0,0,0,2,2,1,3,0,1,2,0,0,1,0,0
SD,2017,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,3,0,0,3,1,0
TN,2007,142,1,24,4,12,0,0,0,13,0,0,0,4,2,9,31,8,96,5,1,17,1,0,157,1,4
TN,2008,162,2,19,3,16,1,1,0,22,0,2,0,4,4,5,30,10,116,8,4,24,1,1,93,0,1
TN,2009,162,2,24,2,17,0,0,0,16,0,0,0,4,6,8,43,13,198,9,5,28,2,0,109,2,1
TN,2010,128,0,29,6,7,1,0,0,13,0,2,0,2,2,9,15,8,116,8,0,20,3,0,86,0,1
TN,2011,135,0,29,2,16,0,0,1,9,2,2,1,4,3,16,22,6,124,6,2,17,4,0,92,1,0
TN,2012,122,1,26,2,18,0,1,0,19,0,0,0,3,11,7,41,8,149,6,2,20,1,0,93,1,1
TN,2013,141,2,19,4,16,0,0,0,9,2,0,0,2,3,4,20,6,107,8,0,31,2,0,54,1,1
TN,2014,122,1,16,5,17,0,0,0,14,0,0,3,3,5,11,26,8,122,3,1,24,0,0,93,2,0
TN,2015,157,1,37,3,13,0,0,1,26,0,1,4,2,3,13,16,5,149,5,1,16,3,0,89,2,2
TN,2016,131,2,28,2,9,1,0,0,24,0,1,3,2,6,13,38,7,211,3,1,24,0,0,135,1,1
TN,2017,163,0,30,2,13,0,0,0,22,0,1,0,1,13,5,58,6,239,1,0,24,0,1,139,2,1
TX,2007,41,0,10,3,11,0,0,0,3,0,1,0,0,2,3,5,1,82,2,3,9,0,0,10,0,2
TX,2008,47,0,3,3,6,1,0,0,7,0,0,1,0,1,2,3,1,91,1,0,12,0,0,17,2,2
TX,2009,43,0,4,1,8,1,0,0,2,0,2,0,0,0,5,7,3,65,0,3,11,0,0,11,0,1
TX,2010,27,1,6,1,6,1,0,0,0,1,1,1,0,2,4,4,4,86,3,2,14,0,0,22,1,0
TX,2011,24,0,5,0,8,1,0,0,8,0,0,0,2,2,1,2,1,115,3,0,5,2,0,9,0,1
TX,2012,36,0,5,1,7,0,0,0,5,0,0,0,1,1,6,2,1,51,2,2,5,1,0,8,1,2
TX,2013,38,0,2,1,4,1,0,0,6,0,0,1,1,3,2,3,1,79,3,1,8,0,0,11,2,1
TX,2014,25,1,6,0,4,2,1,1,5,0,0,0,2,0,5,7,3,87,0,0,9,1,0,14,0,3
TX,2015,31,0,8,1,9,2,0,0,0,0,0,0,0,0,1,5,1,95,2,0,12,0,0,14,1,2
TX,2016,41,0,8,0,12,1,0,0,4,0,1,0,4,2,5,2,8,104,3,0,10,0,0,15,1,0
TX,2017,59,2,6,1,7,0,0,0,7,1,1,1,2,1,2,7,5,147,1,1,14,1,0,19,1,5
UT,2007,23,0,4,1,6,0,0,0,0,0,0,0,0,0,0,8,0,17,1,1,2,0,0,10,0,0
UT,2008,1,0,5,2,4,0,0,0,1,0,0,0,0,0,1,4,0,20,0,0,3,0,0,13,0,0
UT,2009,6,0,4,0,2,0,0,0,3,0,0,0,0,3,1,9,0,7,1,0,4,0,0,1,0,0
UT,2010,9,0,4,1,7,0,0,0,0,0,0,0,2,0,3,15,4,10,1,1,1,0,0,5,0,0
UT,2011,7,1,4,0,2,0,0,0,1,0,0,0,0,0,1,15,1,25,0,2,5,0,0,1,0,1
UT,2012,5,0,5,0,6,0,0,0,1,0,1,0,0,1,2,2,0,33,1,1,2,1,0,6,0,0
UT,2013,20,0,3,2,0,0,0,0,3,0,0,0,1,1,2,1,0,19,2,1,4,0,0,6,0,0
UT,2014,8,0,2,1,12,0,0,0,0,0,0,1,1,2,1,3,2,22,0,0,4,0,0,14,0,0
UT,2015,13,0,0,3,4,1,0,0,3,0,0,0,0,0,1,8,0,21,0,1,3,0,0,6,0,0
UT,2016,8,0,2,0,2,0,0,0,7,0,0,2,0,0,0,17,5,35,0,0,2,0,0,14,0,1
UT,2017,14,0,6,1,7,0,0,0,4,0,0,1,0,0,1,3,5,38,0,0,4,0,0,12,0,1
VA,2007,54,0,17,0,10,1,1,0,13,2,0,3,3,6,7,19,2,292,8,2,20,1,0,77,0,3
VA,2008,111,0,27,1,17,0,0,0,10,0,2,0,2,3,4,37,7,200,5,1,18,2,0,68,1,2
VA,2009,66,1,23,2,17,1,0,2,11,0,0,0,1,4,6,41,2,191,3,2,29,1,0,60,0,0
VA,2010,69,2,30,4,18,3,0,1,13,1,0,1,2,0,9,17,10,190,5,2,28,0,0,56,3,2
VA,2011,67,0,15,5,15,1,0,0,20,3,2,0,1,7,8,26,8,128,1,2,22,1,3,53,1,2
VA,2012,51,2,13,1,14,1,0,0,11,0,0,3,3,1,7,27,9,206,7,1,9,2,0,46,0,1
VA,2013,83,1,16,2,22,0,0,0,13,1,2,0,3,2,8,28,9,175,3,2,19,0,0,34,1,2
VA,2014,59,1,18,1,25,3,0,0,0,2,1,1,1,1,12,31,11,222,3,2,22,1,0,39,0,1
VA,2015,69,1,24,1,12,2,0,0,13,0,0,2,2,1,3,18,7,220,3,2,23,0,1,47,1,0
VA,2016,98,3,25,5,21,1,0,0,10,0,1,2,1,2,6,61,11,229,5,0,16,2,0,60,0,4
VA,2017,101,1,29,1,15,0,2,2,27,0,1,0,1,0,6,41,12,223,6,4,22,1,0,61,3,1
VT,2007,7,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
VT,2008,5,0,3,0,4,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,0,0
VT,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
VT,2010,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
VT,2011,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
VT,2012,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0
VT,2013,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
VT,2014,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
VT,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,5,0,0
VT,2017,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0
WA,2007,2,0,1,0,3,0,0,0,2,0,0,0,1,0,0,2,0,28,0,0,2,0,0,0,0,0
WA,2008,3,0,0,3,3,0,0,0,1,0,0,0,0,0,0,8,0,47,1,1,1,0,0,4,0,0
WA,2009,6,0,1,1,6,1,0,0,0,0,0,0,0,0,0,2,3,66,0,1,1,0,0,4,0,0
WA,2010,21,0,3,0,2,0,0,0,5,0,0,0,1,1,3,2,3,27,0,0,3,0,0,11,0,0
WA,2011,24,1,5,1,7,2,0,0,3,0,2,1,1,1,1,4,5,20,2,0,2,0,0,3,1,2
WA,2012,55,0,11,4,6,1,0,0,7,0,1,0,2,1,8,16,4,64,0,0,11,0,0,34,2,1
WA,2013,46,1,9,1,5,0,0,0,5,0,1,1,1,3,3,22,4,41,1,0,7,0,0,33,1,0
WA,2014,33,0,8,0,9,0,3,0,14,1,0,0,1,1,3,40,5,59,1,1,10,1,0,18,0,1
WA,2015,45,0,11,3,7,2,0,1,10,0,2,0,1,1,1,32,1,64,2,0,13,0,1,38,0,0
WA,2016,34,0,12,1,6,0,0,0,11,0,2,2,0,6,1,32,5,75,1,2,8,1,0,37,1,0
WA,2017,56,1,17,2,2,0,0,0,8,0,1,0,0,1,5,25,14,84,4,0,12,1,0,36,0,1
WI,2007,18,0,6,0,1,0,0,0,2,0,1,0,0,7,0,7,0,87,0,0,1,0,0,120,0,0
WI,2008,14,2,4,1,6,0,0,0,6,0,0,0,0,0,1,8,0,18,1,0,2,0,0,109,0,1
WI,2009,17,0,4,1,8,1,0,1,5,0,0,0,0,0,2,7,1,39,0,0,3,0,0,71,0,1
WI,2010,43,0,7,1,3,0,0,0,7,0,0,1,1,0,1,17,6,87,0,2,1,0,0,56,0,0
WI,2011,32,1,8,2,10,0,0,0,7,2,0,0,0,0,0,5,2,63,1,0,1,1,0,62,0,0
WI,2012,33,0,3,1,6,0,0,1,8,0,0,0,0,1,4,10,0,92,0,0,2,0,0,67,0,1
WI,2013,26,1,6,0,3,0,0,0,11,0,0,0,0,1,1,19,0,108,3,0,9,0,0,64,0,0
WI,2014,27,0,9,0,4,0,0,0,3,0,0,0,0,2,2,17,1,58,2,1,2,1,0,96,1,1
WI,2015,32,1,7,1,8,0,0,0,5,0,0,1,0,0,9,30,6,110,1,0,2,1,0,81,0,0
WI,2016,52,1,18,0,5,0,0,0,5,0,0,0,0,1,5,3,2,118,2,1,6,1,0,97,0,1
WI,2017,24,1,6,0,6,1,2,0,5,0,0,1,0,0,1,5,1,123,2,2,6,0,0,101,0,0
WV,2007,9,1,4,2,6,0,0,0,1,1,0,0,0,1,1,11,5,14,0,3,8,0,0,10,0,0
WV,2008,14,0,5,0,6,2,0,0,1,0,0,0,0,0,2,14,3,10,0,0,8,0,0,12,0,2
WV,2009,22,0,6,0,3,1,0,0,5,0,0,1,1,2,0,11,2,20,0,0,6,0,0,6,0,0
WV,2010,11,0,2,1,5,0,0,0,1,0,0,0,1,2,0,10,2,6,2,2,7,0,1,1,1,0
WV,2011,26,1,6,1,7,1,0,0,2,0,0,0,0,0,3,16,5,9,3,0,8,0,0,8,0,0
WV,2012,24,0,4,0,4,1,0,0,3,0,0,0,3,1,2,13,2,11,0,0,7,0,0,9,0,0
WV,2013,11,0,2,0,4,1,0,0,5,1,0,0,0,2,1,7,2,12,0,1,6,2,0,6,0,0
WV,2014,40,1,2,1,11,0,0,0,2,0,0,0,0,3,4,11,3,17,1,0,7,0,0,7,0,0
WV,2015,27,0,3,2,5,0,0,0,2,0,2,1,2,2,0,17,2,7,2,0,2,0,0,7,1,1
WV,2016,28,0,1,1,7,1,0,0,7,0,0,0,0,1,0,9,0,24,1,0,5,0,0,12,1,0
WV,2017,31,0,4,2,8,0,0,0,2,0,0,0,0,1,2,3,3,20,2,0,5,0,0,2,0,0
