Acquaintance,Babysittee,Boyfriend or Girlfriend,Child of Boyfriend or Girlfriend,Child,Common Law Spouse,Employee,Employer,Friend,Grandchild,Grandparent,Homosexual Relationship,In-Law,Neighbor,Other Family Member,Otherwise Known,Parent,Sibling,Stepchild,Spouse,Stepparent,Stepsibling,Stranger,Offender,Ex-Spouse,Total Homicides
18.181818181818183,0.0,9.090909090909092,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,18.181818181818183,4.545454545454546,4.545454545454546,0.0,4.545454545454546,0.0,0.0,31.818181818181817,0.0,0.0,22
32.3499491353001,0.20345879959308238,8.952187182095624,0.9155645981688708,4.069175991861648,0.3051881993896236,0.0,0.20345879959308238,4.781281790437437,0.0,0.7121057985757884,0.40691759918616477,0.9155645981688708,0.8138351983723295,2.644964394710071,14.852492370295014,2.238046795523906,2.3397761953204474,0.508646998982706,8.036622583926754,0.7121057985757884,0.10172939979654119,12.207527975584945,1.017293997965412,0.7121057985757884,983
16.78832116788321,0.0,9.48905109489051,0.0,20.437956204379564,0.0,0.0,0.7299270072992701,4.37956204379562,0.0,0.0,0.7299270072992701,1.4598540145985401,0.0,0.7299270072992701,8.75912408759124,2.18978102189781,1.4598540145985401,0.7299270072992701,5.839416058394161,0.7299270072992701,0.0,22.62773722627737,0.7299270072992701,2.18978102189781,137
25.49152542372881,0.47457627118644063,6.8474576271186445,0.8813559322033898,6.779661016949152,0.6779661016949152,0.13559322033898305,0.2711864406779661,4.542372881355932,0.2033898305084746,0.3389830508474576,0.2033898305084746,0.2711864406779661,1.2881355932203389,1.4915254237288136,9.898305084745761,3.186440677966101,1.152542372881356,0.8813559322033898,8.0,0.5423728813559322,0.0,24.8135593220339,0.6779661016949152,0.9491525423728813,1475
26.875,0.8333333333333334,8.125,0.8333333333333334,4.791666666666667,0.625,0.4166666666666667,0.0,4.166666666666666,0.625,0.4166666666666667,0.625,0.4166666666666667,0.0,2.2916666666666665,14.583333333333334,3.3333333333333335,0.8333333333333334,0.4166666666666667,5.416666666666667,0.0,0.0,22.5,1.25,0.625,480
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2
21.75824175824176,0.43956043956043955,4.835164835164836,1.3186813186813187,3.9560439560439558,0.0,0.0,0.0,3.296703296703297,0.21978021978021978,0.0,0.0,0.6593406593406593,0.43956043956043955,0.43956043956043955,18.24175824175824,1.098901098901099,0.21978021978021978,0.0,4.175824175824175,0.21978021978021978,0.0,37.8021978021978,0.43956043956043955,0.43956043956043955,455
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,4
31.636363636363633,0.36363636363636365,9.818181818181818,1.6363636363636365,7.454545454545454,0.5454545454545455,0.0,0.0,3.8181818181818183,0.0,1.2727272727272727,0.18181818181818182,0.36363636363636365,0.9090909090909091,1.090909090909091,12.0,4.909090909090909,2.0,1.090909090909091,7.090909090909091,0.5454545454545455,0.0,11.636363636363637,0.36363636363636365,1.2727272727272727,550
27.837837837837835,0.5405405405405406,7.027027027027027,1.3513513513513513,8.91891891891892,1.3513513513513513,0.2702702702702703,0.0,4.594594594594595,0.2702702702702703,0.2702702702702703,0.5405405405405406,1.6216216216216217,0.5405405405405406,1.6216216216216217,11.891891891891893,4.054054054054054,1.0810810810810811,2.1621621621621623,10.0,0.2702702702702703,0.0,12.162162162162163,0.0,1.6216216216216217,370
35.57692307692308,0.4807692307692308,8.173076923076923,1.4423076923076923,1.4423076923076923,0.0,0.4807692307692308,0.0,3.8461538461538463,0.0,0.0,0.9615384615384616,0.0,4.807692307692308,1.9230769230769231,14.423076923076922,0.9615384615384616,0.9615384615384616,0.0,0.9615384615384616,0.0,0.0,20.192307692307693,2.8846153846153846,0.4807692307692308,208
16.39344262295082,0.0,3.278688524590164,1.639344262295082,3.278688524590164,0.0,0.0,0.0,16.39344262295082,0.0,0.0,0.0,0.0,3.278688524590164,3.278688524590164,21.311475409836063,3.278688524590164,1.639344262295082,0.0,1.639344262295082,1.639344262295082,0.0,21.311475409836063,0.0,1.639344262295082,61
31.390134529147986,0.5605381165919282,5.7174887892376685,2.130044843049327,6.614349775784753,0.2242152466367713,0.0,0.0,4.147982062780269,0.336322869955157,0.672645739910314,0.2242152466367713,0.2242152466367713,0.336322869955157,2.242152466367713,10.426008968609866,2.0179372197309418,1.4573991031390134,0.672645739910314,5.7174887892376685,0.2242152466367713,0.2242152466367713,22.982062780269057,0.672645739910314,0.7847533632286996,892
36.09550561797753,0.35112359550561795,6.952247191011236,1.3342696629213482,4.49438202247191,0.0702247191011236,0.0,0.0,5.828651685393258,0.21067415730337077,0.35112359550561795,0.35112359550561795,0.5617977528089888,1.544943820224719,3.581460674157303,7.303370786516854,2.598314606741573,1.3342696629213482,0.2808988764044944,8.146067415730338,0.42134831460674155,0.21067415730337077,17.345505617977526,0.0702247191011236,0.5617977528089888,1424
